Title,Name,Address,Country,Gender,Age,Buy_for,Favourites,Time,Date,Username
MRS,DORIS135693,74910054-Boris Road-Doris Town,UK,F,71+,Friends,Adventure,16:46:09,25/02/2000,user_1236811
MISS,DORIS139882,44694214-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,17:25:01,21/02/2000,user_747522
MISS,DORIS68980,99347935-Boris Road-Doris Town,UK,F,31-40,Family,Children,00:34:42,22/02/2000,user_3941473
MISS,DORIS129183,48011013-Boris Road-Doris Town,USA,F,51-70,Family,Children,15:55:52,21/02/2000,user_2744734
MR,BORIS73450,86444989-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,05:19:03,18/02/2000,user_2899545
MR,BORIS112374,8444335-Boris Road-Doris Town,UK,M,31-40,Myself,Adventure,12:44:29,15/02/2000,user_459923
MR,BORIS88316,36279706-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Western,21:04:58,26/02/2000,user_1364930
MRS,DORIS82714,10058074-Boris Road-Doris Town,UK,F,31-40,Family,Children,20:16:36,19/02/2000,user_740534
MISS,DORIS75944,33758240-Boris Road-Doris Town,UK,F,31-40,Family,Children,14:33:36,23/02/2000,user_1874680
MR,BORIS24845,59559568-Boris Road-Doris Town,USA,M,21-30,Myself,Musical,15:55:28,23/02/2000,user_2255289
MR,BORIS59239,77670256-Boris Road-Doris Town,USA,M,31-40,Other,Musical,10:09:48,26/02/2000,user_2923442
MRS,DORIS96676,56261166-Boris Road-Doris Town,USA,F,51-70,Family,Musical,09:45:09,20/02/2000,user_1865862
MR,BORIS109446,60981235-Boris Road-Doris Town,UK,M,21-30,Myself,Children,01:21:46,24/02/2000,user_3947225
MISS,DORIS74944,52798508-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,11:05:26,17/02/2000,user_4981077
MRS,DORIS118562,15277952-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,06:49:46,16/02/2000,user_71685
MR,BORIS57355,54907421-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,00:46:38,23/02/2000,user_4394917
MISS,DORIS13164,57137651-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:20:48,25/02/2000,user_4178465
MR,BORIS82957,80339428-Boris Road-Doris Town,OuterMongolia,M,51-70,Friends,Musical,11:43:20,26/02/2000,user_4124703
MRS,DORIS113362,57321379-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,01:39:51,19/02/2000,user_606698
MR,BORIS44295,12155319-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,17:46:36,25/02/2000,user_3512401
MR,BORIS155369,3389429-Boris Road-Doris Town,UK,M,71+,Friends,Drama,15:58:21,20/02/2000,user_3948738
MR,BORIS88772,51426132-Boris Road-Doris Town,UK,M,71+,Friends,Adventure,03:44:34,20/02/2000,user_2551904
MISS,DORIS120649,83951147-Boris Road-Doris Town,OuterMongolia,F,21-30,Friends,Sci-Fi,18:07:22,19/02/2000,user_3559967
MR,BORIS49592,74929338-Boris Road-Doris Town,USA,M,21-30,Family,Sci-Fi,11:09:15,17/02/2000,user_1018106
MRS,DORIS49766,60450969-Boris Road-Doris Town,UK,F,31-40,Family,Children,03:34:28,21/02/2000,user_3924973
MRS,DORIS83393,78365535-Boris Road-Doris Town,UK,F,31-40,Family,Children,21:08:11,27/02/2000,user_3991035
MR,BORIS150692,58020364-Boris Road-Doris Town,UK,M,31-40,Family,Children,10:06:08,22/02/2000,user_1970848
MR,BORIS57604,79647074-Boris Road-Doris Town,UK,M,31-40,Friends,Comedy,10:46:26,22/02/2000,user_790045
MISS,DORIS117833,80638716-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,19:53:18,20/02/2000,user_4641277
MR,BORIS79416,54077196-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,14:00:21,23/02/2000,user_2550801
MISS,DORIS77084,97757506-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,04:48:07,23/02/2000,user_4546506
MRS,DORIS65070,83538541-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,14:22:26,27/02/2000,user_1896646
MRS,DORIS37324,46844409-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,09:39:42,17/02/2000,user_3701797
MRS,DORIS56913,67392897-Boris Road-Doris Town,UK,F,31-40,Family,Children,12:10:00,27/02/2000,user_4357157
MR,BORIS81570,93595599-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Drama,00:02:38,25/02/2000,user_2745971
MRS,DORIS124666,68601109-Boris Road-Doris Town,UK,F,31-40,Family,Children,09:20:04,25/02/2000,user_3221870
MR,BORIS47525,90910307-Boris Road-Doris Town,USA,M,31-40,Other,Sci-Fi,02:09:40,21/02/2000,user_3198581
MISS,DORIS22203,32549332-Boris Road-Doris Town,USA,F,21-30,Friends,Comedy,08:51:05,27/02/2000,user_2680688
MISS,DORIS46966,65906780-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Comedy,09:16:07,16/02/2000,user_432745
MR,BORIS130386,65476344-Boris Road-Doris Town,USA,M,71+,Family,Horror,12:49:05,23/02/2000,user_2448096
MISS,DORIS149427,3989762-Boris Road-Doris Town,UK,F,21-30,Friends,Drama,16:15:29,17/02/2000,user_4787160
MR,BORIS24332,28638791-Boris Road-Doris Town,OuterMongolia,M,51-70,Friends,Sci-Fi,15:13:22,26/02/2000,user_3149118
MRS,DORIS23489,62173253-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,02:15:31,22/02/2000,user_4082598
MRS,DORIS122374,50319683-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,20:52:06,24/02/2000,user_3488001
MISS,DORIS113386,98873053-Boris Road-Doris Town,UK,F,51-70,Family,Children,00:13:04,21/02/2000,user_4982658
MISS,DORIS23637,61263416-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,15:59:55,23/02/2000,user_3578076
MRS,DORIS110250,89635373-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,10:45:02,27/02/2000,user_824037
MISS,DORIS6369,90625695-Boris Road-Doris Town,UK,F,31-40,Myself,Adventure,06:33:46,20/02/2000,user_2937321
MISS,DORIS74594,23903706-Boris Road-Doris Town,USA,F,21-30,Myself,Comedy,10:13:07,17/02/2000,user_3141686
MR,BORIS133040,35964574-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,13:39:35,26/02/2000,user_1997169
MR,BORIS18264,55260760-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Horror,11:23:48,22/02/2000,user_2804270
MISS,DORIS113590,10166424-Boris Road-Doris Town,UK,F,31-40,Family,Children,19:56:52,19/02/2000,user_1183549
MRS,DORIS83510,34668025-Boris Road-Doris Town,UK,F,31-40,Family,Children,09:26:08,27/02/2000,user_1333087
MISS,DORIS67492,74096680-Boris Road-Doris Town,UK,F,31-40,Family,Children,03:33:06,18/02/2000,user_1550913
MR,BORIS121178,63897245-Boris Road-Doris Town,USA,M,31-40,Friends,Musical,08:16:32,24/02/2000,user_2428062
MISS,DORIS56536,82106130-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:30:03,22/02/2000,user_1547386
MR,BORIS110314,22060395-Boris Road-Doris Town,OuterMongolia,M,51-70,Family,Western,18:46:04,27/02/2000,user_2631923
MR,BORIS85243,4289752-Boris Road-Doris Town,USA,M,31-40,Friends,Western,12:08:30,18/02/2000,user_2952487
MR,BORIS27235,51359708-Boris Road-Doris Town,OuterMongolia,M,31-40,Friends,Comedy,05:08:27,22/02/2000,user_266904
MR,BORIS76930,99543449-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Adventure,18:35:13,18/02/2000,user_3272278
MR,BORIS59886,49740816-Boris Road-Doris Town,UK,M,51-70,Family,Comedy,20:25:37,20/02/2000,user_699964
MR,BORIS122713,36196576-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,12:06:19,26/02/2000,user_4589705
MRS,DORIS135475,69623962-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,06:06:41,26/02/2000,user_2842121
MR,BORIS57520,45531791-Boris Road-Doris Town,USA,M,71+,Friends,Adventure,16:45:29,20/02/2000,user_4041870
MR,BORIS16647,18971192-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,14:18:54,20/02/2000,user_3557332
MISS,DORIS78430,74674277-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Western,04:44:33,18/02/2000,user_2371783
MR,BORIS150888,46300322-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Musical,09:40:53,23/02/2000,user_76915
MRS,DORIS142679,96713967-Boris Road-Doris Town,UK,F,51-70,Other,Adventure,15:06:54,25/02/2000,user_3433807
MRS,DORIS93389,81719828-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:36:27,22/02/2000,user_1690518
MR,BORIS108954,76707225-Boris Road-Doris Town,UK,M,31-40,Family,Sci-Fi,10:09:45,23/02/2000,user_4249436
MR,BORIS70714,92491850-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,00:11:37,14/02/2000,user_958892
MR,BORIS141651,82351277-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,21:57:34,27/02/2000,user_2684762
MISS,DORIS25412,15011168-Boris Road-Doris Town,USA,F,21-30,Myself,Sci-Fi,06:48:30,17/02/2000,user_332956
MISS,DORIS118850,11131257-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,03:43:48,18/02/2000,user_2754174
MRS,DORIS82045,54331312-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,15:07:23,23/02/2000,user_437141
MR,BORIS79442,6559140-Boris Road-Doris Town,OuterMongolia,M,51-70,Friends,Musical,17:05:59,21/02/2000,user_10673
MRS,DORIS18210,35607016-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,19:22:03,24/02/2000,user_3537547
MISS,DORIS19753,88004134-Boris Road-Doris Town,UK,F,31-40,Family,Children,20:39:24,22/02/2000,user_55547
MR,BORIS33745,58750801-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Drama,16:26:01,25/02/2000,user_427606
MRS,DORIS18917,93288989-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,12:48:41,23/02/2000,user_2634320
MRS,DORIS43568,50686495-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,21:56:26,18/02/2000,user_3668557
MRS,DORIS152977,9871986-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,19:22:07,22/02/2000,user_3916046
MRS,DORIS124569,41314019-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Children,10:51:41,24/02/2000,user_1556731
MR,BORIS113711,41992870-Boris Road-Doris Town,UK,M,21-30,Other,Adventure,14:07:11,20/02/2000,user_471809
MR,BORIS1969,92993936-Boris Road-Doris Town,UK,M,31-40,Family,Western,13:54:47,26/02/2000,user_1037164
MISS,DORIS22846,50563333-Boris Road-Doris Town,UK,F,71+,Family,Western,12:12:14,26/02/2000,user_1966001
MISS,DORIS141357,50135961-Boris Road-Doris Town,UK,F,31-40,Family,Children,04:40:23,27/02/2000,user_2806587
MISS,DORIS40568,6662920-Boris Road-Doris Town,OuterMongolia,F,71+,Friends,Children,00:47:55,25/02/2000,user_3042037
MR,BORIS82467,7781562-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Horror,02:14:07,23/02/2000,user_1607722
MISS,DORIS122587,75418852-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,13:45:06,27/02/2000,user_1955151
MRS,DORIS99426,33171091-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,11:43:31,17/02/2000,user_245062
MR,BORIS47945,83331165-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,22:48:04,20/02/2000,user_4207681
MISS,DORIS88201,49185139-Boris Road-Doris Town,USA,F,31-40,Myself,Drama,23:13:03,23/02/2000,user_925227
MISS,DORIS18033,11404036-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Horror,03:40:38,26/02/2000,user_695161
MR,BORIS66648,70074393-Boris Road-Doris Town,USA,M,31-40,Family,Sci-Fi,02:03:37,27/02/2000,user_1692166
MISS,DORIS12408,63818835-Boris Road-Doris Town,USA,F,31-40,Family,Horror,00:41:21,21/02/2000,user_2548813
MR,BORIS96418,16143404-Boris Road-Doris Town,USA,M,31-40,Myself,Musical,19:20:25,20/02/2000,user_1016186
MR,BORIS95872,73370091-Boris Road-Doris Town,USA,M,21-30,Myself,Sci-Fi,11:11:04,25/02/2000,user_2421247
MISS,DORIS133033,56703691-Boris Road-Doris Town,UK,F,21-30,Family,Sci-Fi,01:38:36,16/02/2000,user_3792462
MRS,DORIS73861,88995169-Boris Road-Doris Town,USA,F,51-70,Friends,Adventure,02:28:14,27/02/2000,user_428890
MISS,DORIS68454,96004600-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,08:30:51,20/02/2000,user_802545
MR,BORIS107057,35139418-Boris Road-Doris Town,USA,M,71+,Family,Children,08:56:42,22/02/2000,user_623469
MR,BORIS146097,94448962-Boris Road-Doris Town,UK,M,31-40,Friends,Drama,14:56:57,25/02/2000,user_2238967
MISS,DORIS127377,21240890-Boris Road-Doris Town,OuterMongolia,F,71+,Friends,Adventure,11:50:58,19/02/2000,user_3556605
MISS,DORIS113162,74343779-Boris Road-Doris Town,UK,F,51-70,Friends,Adventure,16:54:56,19/02/2000,user_4298491
MISS,DORIS130162,95364219-Boris Road-Doris Town,UK,F,21-30,Other,Comedy,14:29:47,22/02/2000,user_3870078
MR,BORIS48479,52206233-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,23:10:35,17/02/2000,user_632378
MRS,DORIS47022,68100444-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,13:46:36,23/02/2000,user_2800217
MR,BORIS98553,36550418-Boris Road-Doris Town,USA,M,31-40,Friends,Musical,16:04:51,22/02/2000,user_1641678
MR,BORIS65825,72503725-Boris Road-Doris Town,USA,M,51-70,Myself,Comedy,05:34:08,23/02/2000,user_1613439
MISS,DORIS85410,85834253-Boris Road-Doris Town,UK,F,31-40,Family,Children,22:39:14,17/02/2000,user_1658195
MRS,DORIS102104,28236474-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,10:15:36,23/02/2000,user_4133895
MRS,DORIS8459,61388558-Boris Road-Doris Town,USA,F,71+,Family,Western,04:20:01,25/02/2000,user_3027295
MRS,DORIS101546,15062154-Boris Road-Doris Town,UK,F,31-40,Family,Children,09:27:48,26/02/2000,user_3066049
MR,BORIS90371,28488597-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,03:56:13,20/02/2000,user_1206063
MRS,DORIS74197,33842080-Boris Road-Doris Town,UK,F,31-40,Family,Children,12:38:52,19/02/2000,user_3684174
MISS,DORIS81219,27523714-Boris Road-Doris Town,UK,F,51-70,Family,Musical,20:08:30,26/02/2000,user_1992569
MRS,DORIS119172,79079307-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,01:22:10,23/02/2000,user_3793616
MR,BORIS27736,20663466-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Musical,07:39:39,26/02/2000,user_2231543
MISS,DORIS134305,80859906-Boris Road-Doris Town,OuterMongolia,F,31-40,Myself,Drama,18:03:28,27/02/2000,user_727146
MR,BORIS86070,98088706-Boris Road-Doris Town,UK,M,71+,Friends,Comedy,15:32:55,24/02/2000,user_1554148
MR,BORIS45018,23231726-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,17:08:56,27/02/2000,user_73368
MR,BORIS90504,47255322-Boris Road-Doris Town,UK,M,71+,Friends,Musical,00:08:41,17/02/2000,user_1510175
MR,BORIS149469,29931361-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,16:26:51,26/02/2000,user_2430582
MRS,DORIS52043,56047992-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,12:41:44,18/02/2000,user_1083211
MISS,DORIS67367,76514214-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,03:05:54,18/02/2000,user_3294432
MRS,DORIS121171,92049427-Boris Road-Doris Town,USA,F,71+,Friends,Horror,17:46:20,14/02/2000,user_764330
MRS,DORIS69313,89025742-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,13:25:46,25/02/2000,user_4228344
MISS,DORIS17195,63105407-Boris Road-Doris Town,USA,F,51-70,Family,Children,22:06:11,21/02/2000,user_1372858
MISS,DORIS95117,79566321-Boris Road-Doris Town,OuterMongolia,F,71+,Other,Children,02:39:39,18/02/2000,user_2417823
MISS,DORIS79518,49581318-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,07:37:44,17/02/2000,user_537521
MRS,DORIS20315,75344900-Boris Road-Doris Town,USA,F,21-30,Friends,Sci-Fi,15:55:30,25/02/2000,user_4477490
MISS,DORIS25344,40026478-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Horror,05:28:31,22/02/2000,user_882216
MISS,DORIS119232,96382500-Boris Road-Doris Town,USA,F,31-40,Family,Comedy,08:30:32,24/02/2000,user_930119
MRS,DORIS149473,90522918-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,08:37:01,19/02/2000,user_3720349
MR,BORIS109222,81576797-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,19:00:32,25/02/2000,user_3187723
MISS,DORIS15792,95970957-Boris Road-Doris Town,USA,F,71+,Other,Horror,22:54:33,23/02/2000,user_4963469
MISS,DORIS122684,14594988-Boris Road-Doris Town,OuterMongolia,F,51-70,Family,Musical,18:23:27,25/02/2000,user_1678214
MISS,DORIS153606,76145460-Boris Road-Doris Town,USA,F,31-40,Family,Sci-Fi,11:49:43,22/02/2000,user_3584400
MR,BORIS17608,70800699-Boris Road-Doris Town,USA,M,21-30,Myself,Musical,13:35:06,20/02/2000,user_984017
MR,BORIS116242,60169109-Boris Road-Doris Town,USA,M,21-30,Friends,Adventure,20:19:48,18/02/2000,user_1633733
MISS,DORIS78853,37230804-Boris Road-Doris Town,OuterMongolia,F,51-70,Friends,Sci-Fi,19:21:23,19/02/2000,user_976208
MR,BORIS128824,85089937-Boris Road-Doris Town,UK,M,31-40,Family,Children,06:49:02,24/02/2000,user_4554203
MISS,DORIS148090,74243754-Boris Road-Doris Town,UK,F,31-40,Myself,Drama,14:06:56,21/02/2000,user_47079
MR,BORIS8960,51278947-Boris Road-Doris Town,OuterMongolia,M,21-30,Myself,Musical,10:57:35,26/02/2000,user_1568084
MR,BORIS145999,65021668-Boris Road-Doris Town,UK,M,31-40,Family,Children,09:16:44,22/02/2000,user_2419522
MISS,DORIS27739,99325164-Boris Road-Doris Town,USA,F,21-30,Other,Sci-Fi,19:05:54,18/02/2000,user_741858
MR,BORIS22410,34966086-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,07:05:24,24/02/2000,user_23304
MR,BORIS46535,22697393-Boris Road-Doris Town,USA,M,31-40,Myself,Musical,12:16:02,22/02/2000,user_522771
MRS,DORIS38123,77857985-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,15:17:03,18/02/2000,user_69524
MISS,DORIS58391,96536584-Boris Road-Doris Town,UK,F,71+,Family,Adventure,17:51:26,23/02/2000,user_3830551
MR,BORIS142883,19555135-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,11:54:02,22/02/2000,user_3965459
MR,BORIS55439,45026285-Boris Road-Doris Town,UK,M,31-40,Family,Children,15:08:57,26/02/2000,user_3574464
MRS,DORIS43412,63149625-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,23:15:24,18/02/2000,user_3482601
MR,BORIS98574,60786856-Boris Road-Doris Town,USA,M,31-40,Other,Adventure,07:07:49,18/02/2000,user_1511796
MR,BORIS60856,48288710-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,15:50:22,16/02/2000,user_1065915
MISS,DORIS56607,22174700-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Sci-Fi,08:04:01,23/02/2000,user_1665053
MR,BORIS104613,27005608-Boris Road-Doris Town,UK,M,31-40,Family,Children,09:05:28,26/02/2000,user_3257667
MISS,DORIS24912,83979215-Boris Road-Doris Town,UK,F,31-40,Family,Children,05:54:14,24/02/2000,user_3679259
MRS,DORIS51669,29361723-Boris Road-Doris Town,USA,F,31-40,Other,Adventure,21:20:09,20/02/2000,user_4742583
MR,BORIS322,15388961-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,12:16:54,20/02/2000,user_118404
MR,BORIS17040,18603241-Boris Road-Doris Town,UK,M,51-70,Family,Adventure,12:53:52,21/02/2000,user_2614516
MR,BORIS25010,25546648-Boris Road-Doris Town,UK,M,71+,Other,Musical,00:17:46,24/02/2000,user_4183663
MR,BORIS104538,21993411-Boris Road-Doris Town,USA,M,51-70,Family,Musical,09:32:18,22/02/2000,user_81206
MISS,DORIS133256,30241950-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,02:59:58,25/02/2000,user_2424062
MR,BORIS153445,82899735-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,01:57:36,25/02/2000,user_3109538
MR,BORIS106522,85367692-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Sci-Fi,11:17:09,20/02/2000,user_1100461
MISS,DORIS110384,19286700-Boris Road-Doris Town,OuterMongolia,F,21-30,Myself,Children,23:37:16,25/02/2000,user_861882
MR,BORIS140824,13178160-Boris Road-Doris Town,UK,M,31-40,Myself,Adventure,17:56:04,22/02/2000,user_2628423
MRS,DORIS33745,23020616-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,21:03:20,19/02/2000,user_722948
MR,BORIS13842,41130555-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Musical,03:07:41,23/02/2000,user_3841850
MISS,DORIS104161,29302041-Boris Road-Doris Town,OuterMongolia,F,71+,Family,Horror,10:10:54,22/02/2000,user_2929956
MISS,DORIS18103,16567767-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,07:29:42,18/02/2000,user_4388182
MRS,DORIS46162,81942190-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Horror,20:15:47,23/02/2000,user_4494809
MISS,DORIS144690,25353640-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Comedy,06:49:18,22/02/2000,user_2527086
MR,BORIS148875,22612775-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,21:00:46,20/02/2000,user_2103301
MISS,DORIS26274,86699761-Boris Road-Doris Town,OuterMongolia,F,31-40,Myself,Sci-Fi,00:15:50,23/02/2000,user_2772398
MR,BORIS46760,62406750-Boris Road-Doris Town,OuterMongolia,M,31-40,Family,Horror,18:54:29,18/02/2000,user_175063
MR,BORIS12694,18406767-Boris Road-Doris Town,UK,M,31-40,Family,Children,19:46:43,16/02/2000,user_4630670
MR,BORIS135626,34851618-Boris Road-Doris Town,UK,M,71+,Myself,Sci-Fi,17:59:23,27/02/2000,user_3238922
MR,BORIS137542,82854272-Boris Road-Doris Town,UK,M,21-30,Family,Sci-Fi,19:46:17,18/02/2000,user_4237582
MR,BORIS55712,37298749-Boris Road-Doris Town,USA,M,71+,Friends,Drama,22:18:53,21/02/2000,user_4010341
MR,BORIS31600,7644282-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,18:20:17,22/02/2000,user_2529703
MISS,DORIS77115,12803768-Boris Road-Doris Town,USA,F,51-70,Friends,Musical,12:54:02,26/02/2000,user_1991539
MRS,DORIS114365,41725723-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:15:53,24/02/2000,user_2688936
MR,BORIS125778,556760-Boris Road-Doris Town,UK,M,31-40,Other,Sci-Fi,20:35:17,18/02/2000,user_35897
MR,BORIS131135,45908219-Boris Road-Doris Town,USA,M,51-70,Friends,Drama,15:39:12,22/02/2000,user_192360
MISS,DORIS117060,18610424-Boris Road-Doris Town,USA,F,31-40,Friends,Musical,03:02:54,16/02/2000,user_1255805
MR,BORIS38494,74600179-Boris Road-Doris Town,UK,M,71+,Friends,Comedy,07:13:00,27/02/2000,user_2720602
MR,BORIS31159,33397411-Boris Road-Doris Town,OuterMongolia,M,51-70,Family,Adventure,08:30:49,26/02/2000,user_527239
MR,BORIS151728,77693297-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,18:50:09,23/02/2000,user_4766399
MISS,DORIS39790,40726807-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,05:22:27,26/02/2000,user_3584144
MR,BORIS106760,4163541-Boris Road-Doris Town,UK,M,31-40,Family,Children,05:13:28,23/02/2000,user_2416051
MR,BORIS124280,3031134-Boris Road-Doris Town,OuterMongolia,M,21-30,Myself,Sci-Fi,05:41:00,22/02/2000,user_558706
MR,BORIS99649,59206059-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Horror,00:35:45,26/02/2000,user_2233516
MR,BORIS115867,45405375-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,20:11:22,22/02/2000,user_3687887
MISS,DORIS122221,60265688-Boris Road-Doris Town,UK,F,21-30,Friends,Drama,19:55:20,18/02/2000,user_194143
MR,BORIS77617,55853051-Boris Road-Doris Town,UK,M,51-70,Friends,Adventure,13:45:05,20/02/2000,user_1186997
MR,BORIS76352,6827004-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,08:57:51,24/02/2000,user_4141310
MRS,DORIS125961,1737458-Boris Road-Doris Town,UK,F,31-40,Family,Children,16:24:23,24/02/2000,user_2076087
MISS,DORIS46082,79661579-Boris Road-Doris Town,UK,F,31-40,Family,Children,15:10:56,22/02/2000,user_200502
MR,BORIS36026,39699468-Boris Road-Doris Town,UK,M,21-30,Friends,Children,14:04:19,27/02/2000,user_1600132
MRS,DORIS59666,76876445-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,10:23:20,21/02/2000,user_1197640
MRS,DORIS138099,99321470-Boris Road-Doris Town,OuterMongolia,F,21-30,Other,Adventure,07:57:23,25/02/2000,user_1947329
MR,BORIS31769,2458104-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Musical,07:32:28,18/02/2000,user_2821792
MISS,DORIS60319,39454988-Boris Road-Doris Town,USA,F,21-30,Friends,Horror,06:36:59,18/02/2000,user_3095360
MISS,DORIS131034,88393012-Boris Road-Doris Town,UK,F,51-70,Other,Musical,18:48:55,27/02/2000,user_429495
MR,BORIS102544,98696367-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,21:34:28,25/02/2000,user_2313255
MR,BORIS37722,39507548-Boris Road-Doris Town,UK,M,31-40,Myself,Sci-Fi,03:38:01,24/02/2000,user_2403882
MISS,DORIS142269,57890507-Boris Road-Doris Town,OuterMongolia,F,71+,Other,Sci-Fi,14:18:22,20/02/2000,user_4256304
MRS,DORIS40674,92616182-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,23:21:24,21/02/2000,user_2629286
MR,BORIS146052,42980021-Boris Road-Doris Town,USA,M,21-30,Family,Musical,16:36:05,24/02/2000,user_2098563
MR,BORIS18183,8581026-Boris Road-Doris Town,UK,M,31-40,Family,Children,15:19:49,21/02/2000,user_3810108
MR,BORIS30574,79860679-Boris Road-Doris Town,UK,M,31-40,Family,Children,20:41:04,21/02/2000,user_3873648
MISS,DORIS11520,16856028-Boris Road-Doris Town,UK,F,31-40,Family,Children,09:21:20,23/02/2000,user_2363529
MRS,DORIS125117,45400437-Boris Road-Doris Town,UK,F,31-40,Family,Children,01:46:23,22/02/2000,user_2920695
MR,BORIS68433,14204920-Boris Road-Doris Town,USA,M,21-30,Other,Drama,00:07:07,26/02/2000,user_1752800
MR,BORIS148070,27891860-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,10:43:21,23/02/2000,user_1021612
MISS,DORIS113055,86290683-Boris Road-Doris Town,USA,F,31-40,Myself,Horror,23:35:03,27/02/2000,user_890040
MR,BORIS78747,87051811-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,16:41:10,16/02/2000,user_2323880
MR,BORIS82213,58020252-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,07:21:39,18/02/2000,user_3989095
